"OrderId","Word","TagH1","TagH2","TagH3","TagH4","TagH5","TagH6","TagA","Link","NoFollowLink","TagArea","TagHidden","TagImg","TagButton","TagMetaDescription","TagMetaKeywords","TagTitle","TagSmall","TagStrike","TagSub","TagSup","TagB","TagBig","TagEm","TagI","TagStrong","TagU","TagOption","Lang","Country","DomailId","HostId","PunctuationMarkBefore","PunctuationMarkAfter","FirstLetterUppercase","AllInUpperCase","TagDel","TagDfn","TagIns","TagMark","TagOptgroup"
"145","English","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","1","0","0","0","0","0","0"
"146","Français","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","1","0","0","0","0","0","0"
"147","Vele","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","1","0","0","0","0","0","0"
"148","goede","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","0","0","0","0","0","0","0"
"149","en","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","0","0","0","0","0","0","0"
"150","bruikbare","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","0","0","0","0","0","0","0"
"151","tips","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","0","0","0","0","0","0","0"
"152","die","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","0","0","0","0","0","0","0"
"153","ik","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","0","0","0","0","0","0","0"
"154","aandachtig","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","0","0","0","0","0","0","0"
"155","heb","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","0","0","0","0","0","0","0"
"156","zitten","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","0","0","0","0","0","0","0"
"157","doorlezen","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0",".","0","0","0","0","0","0","0"
"158","Ik","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","1","0","0","0","0","0","0"
"159","heb","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","0","0","0","0","0","0","0"
"160","inmiddels","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","0","0","0","0","0","0","0"
"161","uw","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","0","0","0","0","0","0","0"
"162","site","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","0","0","0","0","0","0","0"
"163","bij","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","0","0","0","0","0","0","0"
"164","mijn","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","0","0","0","0","0","0","0"
"165","favorieten","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","0","0","0","0","0","0","0"
"166","gezet","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","0","0","0","0","0","0","0"
"167","en","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","0","0","0","0","0","0","0"
"168","zal","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","0","0","0","0","0","0","0"
"169","vaker","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","0","0","0","0","0","0","0"
"170","een","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","0","0","0","0","0","0","0"
"171","bezoekje","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","0","0","0","0","0","0","0"
"172","komen","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","0","0","0","0","0","0","0"
"173","","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","!","0","0","0","0","0","0","0","0"
"174","Dhr","0","0","0","0","0","0","1","http://www.fairys.nl","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0",".","1","0","0","0","0","0","0"
"175","Zuiderduin","0","0","0","0","0","0","1","http://www.fairys.nl","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","1","0","0","0","0","0","0"
"176","Privacy |  | Gedragscodes | SitemapEnglish | Nederlands | Fran�ais","0","0","0","0","0","0","1","https://www.ipower.be/index.aspx?cid=174","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","en","US","1","1","0","0","1","0","0","0","0","0","0"
"177","BTW/TVA","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","0","1","en","US","1","1","0",":","1","0","0","0","0","0","0"
"178","BE","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","0","1","en","US","1","1","0","0","1","1","0","0","0","0","0"
"179","862.692.858","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","0","1","en","US","1","1","0","0","0","0","0","0","0","0","0"
